Codigo;Materia
SST203;ANATOMOFISIOLOGÍA
SST203;ANATOMOFISIOLOGÍA
SST203;ANATOMOFISIOLOGÍA
PDS05;PENSAMIENTO LÓGICO - MATEMÁTICO
SST204;PRIMEROS AUXILIOS Y CONTROL DEL FUEGO
SST204;PRIMEROS AUXILIOS Y CONTROL DEL FUEGO
GC113;PENSAMIENTO LÓGICO MATEMÁTICO
SST205;INGLÉS II
SST205;INGLÉS II
SST205;INGLÉS II
SST205;INGLÉS II
PGC701;PLAN DE NEGOCIOS
SST301;RIESGO PSICOSOCIAL, QUÍMICO Y BIOLÓGICO
SST301;RIESGO PSICOSOCIAL, QUÍMICO Y BIOLÓGICO
SST301;RIESGO PSICOSOCIAL, QUÍMICO Y BIOLÓGICO
PDS044;PLANEACIÓN ESTRATÉGICA Y PROSPECTIVA
SST302;LEGISLACIÓN LABORAL
SST302;LEGISLACIÓN LABORAL
SST302;LEGISLACIÓN LABORAL
SST302;LEGISLACIÓN LABORAL
PDS019;PLANEACIÓN URBANO REGIONAL
SST303;METODOLOGÍA DE INVESTIGACIÓN
SST303;METODOLOGÍA DE INVESTIGACIÓN
SST303;METODOLOGÍA DE INVESTIGACIÓN
SST303;METODOLOGÍA DE INVESTIGACIÓN
SST303;METODOLOGÍA DE INVESTIGACIÓN
GC411;PLANEACIÓN Y GESTIÓN PARA EL DESARROLLO LOCAL
SST304;CIENCIA, TECNOLOGÍA Y SOCIEDAD
PDS034;PLANEACIÓN, AMBIENTE Y DESARROLLO
SST305;FORMACIÓN DEMOCRÁTICA Y CIUDADANA
PDS029;PLANEACIÓN, DESARROLLO Y GESTIÓN LOCAL
SST306;INGLÉS III
SST306;INGLÉS III
SST306;INGLÉS III
SST306;INGLÉS III
ICO7032;PLANES DE NEGOCIO
SST401;MEDICINA DEL TRABAJO
TGA303;PLANIFICACION AMBIENTAL DEL TERRITORIO
AET503;PLANIFICACIÓN TURÍSTICA
SST403;RIESGO FÍSICO, DE SEGURIDAD Y PLAN DE EMERGENCIAS
AE6043;PLANIFICACION TURISTICA I
SST404;ADMINISTRACIÓN
AE7053;PLANIFICACION TURISTICA II
SST405;INGLÉS IV
AE8033;PLANIFICACION TURISTICA III
SST406;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS
EPU009;PLANIFICACIÓN Y ORDENAMIENTO DEL TERRITORIO
SST501;PROCESOS PRODUCTIVOS
PDS035;POLÍTICAS PÚBLICAS
ARQ903;PRACTICA LABORAL
CV902;PRACTICA LABORAL
SST504;ETICA APLICADA SST
FAI017;PRÁCTICA LABORAL
SST505;SISTEMAS DE GESTIÓN
AE901;PRACTICA PROFESIONAL
SST506;SISTEMA DE INFORMACIÓN SST
TSG601;PRACTICA PROFESIONAL
SST507;TRABAJO EN ALTURAS
SST507;TRABAJO EN ALTURAS
DAI601;PRACTICA PROFESIONAL
701EP;PRACTICA PROFESIONAL
SST602;PRÁCTICA PROFESIONAL
801EP;PRACTICA PROFESIONAL
PDS04;ECONOMÍA GENERAL
PGC801;PRÁCTICA PROFESIONAL
PDS05;PENSAMIENTO LÓGICO - MATEMÁTICO
PDS05;PENSAMIENTO LÓGICO - MATEMÁTICO
TGTV601;PRÁCTICA PROFESIONAL
PDS03;FORMACIÓN DEMOCRÁTICA Y CIUDADANA
PDS03;FORMACIÓN DEMOCRÁTICA Y CIUDADANA
SST602;PRÁCTICA PROFESIONAL
PDS01;INTRODUCCIÓN A LAS CIENCIAS SOCIALES
GC612;PRÁCTICA PROFESIONAL
PDS02;SUJETO Y DESARROLLO HUMANO
PDS02;SUJETO Y DESARROLLO HUMANO
BIO801;PRÁCTICA PROFESIONAL I
PDS051;PRÁCTICA PROFESIONAL II
PDS051;PRÁCTICA PROFESIONAL II
PDS051;PRÁCTICA PROFESIONAL II
PDS050;PRÁCTICA PROFESIONAL I
PDS09;INTRODUCCIÓN A LA PLANEACIÓN
PDS09;INTRODUCCIÓN A LA PLANEACIÓN
PDS09;INTRODUCCIÓN A LA PLANEACIÓN
PDS09;INTRODUCCIÓN A LA PLANEACIÓN
BIO901;PRÁCTICA PROFESIONAL II
PDS06;INTRODUCCIÓN AL CAMPO DISCIPLINAR
PDS06;INTRODUCCIÓN AL CAMPO DISCIPLINAR
PDS06;INTRODUCCIÓN AL CAMPO DISCIPLINAR
PDS051;PRÁCTICA PROFESIONAL II
PDS08;FUNDAMENTOS DE SOCIOLOGÍA
PDS08;FUNDAMENTOS DE SOCIOLOGÍA
PDS08;FUNDAMENTOS DE SOCIOLOGÍA
INS0139;PRÁCTICAS SOCIOCRÍTICAS PARA LA ACCIÓN SOCIAL Y POLÍTICA.
PDS010;ESTADÍSTICA APLICADA
PDS010;ESTADÍSTICA APLICADA
PDS010;ESTADÍSTICA APLICADA
PDS045;PREPRÁCTICA
PDS07;INTRODUCCIÓN AL ANÁLISIS POLÍTICO
PDS07;INTRODUCCIÓN AL ANÁLISIS POLÍTICO
GC513;PRE-PRÁCTICA
PDS011;INFORMÁTICA BÁSICA
DAI440;PRESUPUESTO Y PROGRAMACIÓN
PDS014;GEOGRAFÍA, MÉTODOS Y TÉCNICAS
PDS014;GEOGRAFÍA, MÉTODOS Y TÉCNICAS
PDS014;GEOGRAFÍA, MÉTODOS Y TÉCNICAS
INS0127;PREVENCIÓN DE RIESGOS LABORALES
PDS017;CONTABILIDAD
PDS017;CONTABILIDAD
PDS017;CONTABILIDAD
INS098;PRIMEROS AUXILIOS
PDS012;ENFOQUES CLÁSICOS DEL DESARROLLO
PDS012;ENFOQUES CLÁSICOS DEL DESARROLLO
PDS012;ENFOQUES CLÁSICOS DEL DESARROLLO
SST204;PRIMEROS AUXILIOS Y CONTROL DEL FUEGO
PDS016;DISEÑO Y ANÁLISIS DE DATOS
PDS016;DISEÑO Y ANÁLISIS DE DATOS
PDS016;DISEÑO Y ANÁLISIS DE DATOS
PDS016;DISEÑO Y ANÁLISIS DE DATOS
TGA305;PRINCIPIOS DE ADMINISTRACION AMBIENTAL
PDS013;CULTURA INVESTIGATIVA
PDS013;CULTURA INVESTIGATIVA
PDS013;CULTURA INVESTIGATIVA
TGTV403;PRINCIPIOS ECONÓMICOS DEL TURISMO
PDS015;HISTORIA DE COLOMBIA Y PROBLEMÁTICA CONTEMPORÁNEA
PDS015;HISTORIA DE COLOMBIA Y PROBLEMÁTICA CONTEMPORÁNEA
TGC301;PRINCIPIOS JURÍDICOS INMOBILIARIOS
PDS018;DISEÑOS DE INVESTIGACIÓN SOCIAL
PDS018;DISEÑOS DE INVESTIGACIÓN SOCIAL
PDS027;PROCESAMIENTO Y ANÁLISIS DE INFORMACIÓN EN INVESTIGACIÓN SOCIAL
PDS021;ENFOQUES ALTERNATIVOS DEL DESARROLLO
TSG302;PROCESO INVESTIGATIVO
PDS022;ÉNFOQUES Y PENSAMIENTO ADMINISTRATIVO
PDS022;ÉNFOQUES Y PENSAMIENTO ADMINISTRATIVO
TGTV103;PROCESO INVESTIGATIVO
PDS019;PLANEACIÓN URBANO REGIONAL
PDS048;PROCESO INVESTIGATIVO - TRABAJO DE GRADO
PDS020;INTRODUCCIÓN AL DERECHO ADMINISTRATIVO
DAI336;PROCESOS CONSTRUCTIVOS
PDS023;INTRODUCCIÓN A LOS SISTEMAS DE INFORMACIÓN GEOGRÁFICOS
PDS023;INTRODUCCIÓN A LOS SISTEMAS DE INFORMACIÓN GEOGRÁFICOS
PDS023;INTRODUCCIÓN A LOS SISTEMAS DE INFORMACIÓN GEOGRÁFICOS
TSG306;PROCESOS EN ALIMENTOS
PDS024;COSTOS Y PRESUPUESTOS
ICO401;PROCESOS ORGANIZACIONALES
PDS029;PLANEACIÓN, DESARROLLO Y GESTIÓN LOCAL
PDS029;PLANEACIÓN, DESARROLLO Y GESTIÓN LOCAL
SST501;PROCESOS PRODUCTIVOS
PDS025;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS SOCIALES
GC4162;PROCESOS Y ORGANIZACIONES COMUNITARIAS
PDS027;PROCESAMIENTO Y ANÁLISIS DE INFORMACIÓN EN INVESTIGACIÓN SOCIAL
PDS027;PROCESAMIENTO Y ANÁLISIS DE INFORMACIÓN EN INVESTIGACIÓN SOCIAL
GC5162;PROCESOS Y ORGANIZACIONES COMUNITARIAS
PDS031;HABILIDADES COMUNICATIVAS
PDS031;HABILIDADES COMUNICATIVAS
PDS031;HABILIDADES COMUNICATIVAS
INS085;PRODUCCIÓN DE TEXTOS
PDS026;ADMINISTRACIÓN PÚBLICA TERRITORIAL
TSG307;PRODUCTOS DE MAR Y RIO
PDS028;CULTURA, TERRITORIO Y DESARROLLO
PDS028;CULTURA, TERRITORIO Y DESARROLLO
PDS028;CULTURA, TERRITORIO Y DESARROLLO
CV803;PROGRAMACION DE OBRAS
PDS030;MATEMÁTICAS FINANCIERA
EPU012;PROYECTO APLICADO
PDS034;PLANEACIÓN, AMBIENTE Y DESARROLLO
PDS034;PLANEACIÓN, AMBIENTE Y DESARROLLO
CV901;PROYECTO DE INVESTIGACION
PDS032;GEOPOLÍTICA LOCAL Y GLOBAL
PDS032;GEOPOLÍTICA LOCAL Y GLOBAL
ICO805;PROYECTO DE INVESTIGACIÓN
PDS035;POLÍTICAS PÚBLICAS
PDS035;POLÍTICAS PÚBLICAS
IA903;PROYECTO DE INVESTIGACIÓN
PDS033;DESARROLLO RURAL
PDS033;DESARROLLO RURAL
TGC505;PROYECTO DE INVESTIGACIÓN
PDS036;COMUNIDAD Y DESARROLLO SOCIAL
PDS036;COMUNIDAD Y DESARROLLO SOCIAL
PDS036;COMUNIDAD Y DESARROLLO SOCIAL
PDS036;COMUNIDAD Y DESARROLLO SOCIAL
BIO703;PROYECTOS BIOTECNOLÓGICOS
PDS037;INGLÉS I
PDS037;INGLÉS I
SST402;PSICOLOGÍA EN EL TRABAJO
PDS040;CONFLICTO EN CONTEXTOS DE DESARROLLO
PDS040;CONFLICTO EN CONTEXTOS DE DESARROLLO
PDS040;CONFLICTO EN CONTEXTOS DE DESARROLLO
PDS040;CONFLICTO EN CONTEXTOS DE DESARROLLO
ICO503;PSICOLOGÍA Y COMPORTAMIENTO DEL CONSUMIDOR
PDS038;GERENCIA DE PROYECTOS SOCIALES
PDS038;GERENCIA DE PROYECTOS SOCIALES
TGA102;QUIMICA
PDS039;MÉTODOS Y ESTRATEGIAS DE INTERVENCIÓN PROFESIONAL
PDS039;MÉTODOS Y ESTRATEGIAS DE INTERVENCIÓN PROFESIONAL
PDS039;MÉTODOS Y ESTRATEGIAS DE INTERVENCIÓN PROFESIONAL
SA220;QUIMICA
PDS041;FORMULACIÓN DEL PROYECTO DE INVESTIGACIÓN - TRABAJO DE GRADO
PDS041;FORMULACIÓN DEL PROYECTO DE INVESTIGACIÓN - TRABAJO DE GRADO
PDS041;FORMULACIÓN DEL PROYECTO DE INVESTIGACIÓN - TRABAJO DE GRADO
PDS041;FORMULACIÓN DEL PROYECTO DE INVESTIGACIÓN - TRABAJO DE GRADO
PDS041;FORMULACIÓN DEL PROYECTO DE INVESTIGACIÓN - TRABAJO DE GRADO
SST103;QUÍMICA
PDS0421;Optativa 1 Línea 1
PDS0421;Optativa 1 Línea 1
PDS0421;Optativa 1 Línea 1
401EH;QUIMICA CLINICA I
PDS0422;Optativa 1 Línea 2
501EB;QUIMICA CLINICA II
PGC103;QUÍMICA DE ALIMENTOS
PDS043;INGLÉS II
PDS043;INGLÉS II
PDS043;INGLÉS II
BIO102;QUÍMICA GENERAL
PDS044;PLANEACIÓN ESTRATÉGICA Y PROSPECTIVA
IA100;QUÍMICA I
PDS045;PREPRÁCTICA
PDS045;PREPRÁCTICA
PDS045;PREPRÁCTICA
IA200;QUÍMICA II
PDS046;EPISTEMOLOGÍA APLICADA
PDS046;EPISTEMOLOGÍA APLICADA
PDS046;EPISTEMOLOGÍA APLICADA
IA300;QUÍMICA III
PDS048;PROCESO INVESTIGATIVO - TRABAJO DE GRADO
PDS048;PROCESO INVESTIGATIVO - TRABAJO DE GRADO
PDS048;PROCESO INVESTIGATIVO - TRABAJO DE GRADO
PDS048;PROCESO INVESTIGATIVO - TRABAJO DE GRADO
PDS048;PROCESO INVESTIGATIVO - TRABAJO DE GRADO
PDS048;PROCESO INVESTIGATIVO - TRABAJO DE GRADO
PDS048;PROCESO INVESTIGATIVO - TRABAJO DE GRADO
PDS048;PROCESO INVESTIGATIVO - TRABAJO DE GRADO
BIO202;QUÍMICA ORGÁNICA
PDS047;ÉTICA PROFESIONAL
PDS047;ÉTICA PROFESIONAL
PDS047;ÉTICA PROFESIONAL
FAI021;QUÍMICA Y LABORATORIO
PDS0491;OPTATIVA 2 LÍNEA 1
PDS0491;OPTATIVA 2 LÍNEA 1
INS095;REALIDADES CINEMATOGRAFICAS
PDS0492;OPTATIVA 2 LÍNEA 2
EGR007;REDUCCIÓN DEL RIESGO
CV1004;REHABILITACION Y MANTENIMIENTO DE EDIFICACIONES
PDS050;PRÁCTICA PROFESIONAL I
INS0124;RELACIONES PÚBLICAS Y PROTOCOLO EMPRESARIAL
GC111;INTRODUCCIÓN A LAS CIENCIAS SOCIALES
GC111;INTRODUCCIÓN A LAS CIENCIAS SOCIALES
PGC603;REPOSTERÍA Y PASTELERÍA
GC112;LECTURA CONTEXTUAL LOCAL, NACIONAL E INTERNACIONAL
GC112;LECTURA CONTEXTUAL LOCAL, NACIONAL E INTERNACIONAL
GC112;LECTURA CONTEXTUAL LOCAL, NACIONAL E INTERNACIONAL
ARQA401;REPRESENTACIÓN DIGITAL I
GC113;PENSAMIENTO LÓGICO MATEMÁTICO
GC113;PENSAMIENTO LÓGICO MATEMÁTICO
GC113;PENSAMIENTO LÓGICO MATEMÁTICO
ARQA501;REPRESENTACIÓN DIGITAL II
GC114;LECTO ESCRITURA Y HABILIDADES COMUNICATIVAS
GC114;LECTO ESCRITURA Y HABILIDADES COMUNICATIVAS
GC114;LECTO ESCRITURA Y HABILIDADES COMUNICATIVAS
ARQA601;REPRESENTACIÓN DIGITAL III: HERRAMIENTAS DE DISEÑO AVANZADO
GC115;CONSTITUCIÓN COLOMBIANA Y FORMACIÓN DEMOCRÁTICA
GC115;CONSTITUCIÓN COLOMBIANA Y FORMACIÓN DEMOCRÁTICA
INS101;INGLES I
INS101;INGLES I
INS101;INGLES I
INS101;INGLES I
INS009;ELECTIVA I
INS009;ELECTIVA I
DAI4461;REPRESENTACIÓN GRÁFICA MANUAL Y DIGITAL
GC211;FUNDAMENTOS PARA LA INTERVENCIÓN COMUNITARIA
SST403;RIESGO FÍSICO, DE SEGURIDAD Y PLAN DE EMERGENCIAS
GC212;ADMINISTRACIÓN PARA LAS ORGANIZACIONES SOCIALES
SST301;RIESGO PSICOSOCIAL, QUÍMICO Y BIOLÓGICO
GC213;DERECHO ADMINISTRATIVO
GC213;DERECHO ADMINISTRATIVO
INS031;ROTACIÓN DEPORTIVA
GC214;ANÁLISIS ECONÓMICO EN LO SOCIAL
GC214;ANÁLISIS ECONÓMICO EN LO SOCIAL
CV1002;SALUD OCUPACIONAL Y SEGURIDAD INDUSTRIAL
GC215;INFORMÁTICA BÁSICA
GC215;INFORMÁTICA BÁSICA
INS102;INGLES II
INS102;INGLES II
INS102;INGLES II
INS039;SALUD PSICOFISICA
GC311;INTRODUCCIÓN A LA INVESTIGACIÓN Y DIAGNÓSTICO SOCIAL
GC311;INTRODUCCIÓN A LA INVESTIGACIÓN Y DIAGNÓSTICO SOCIAL
SA110;SALUD PUBLICA
GC312;TÉCNICAS DE LECTURA TERRITORIAL
GC312;TÉCNICAS DE LECTURA TERRITORIAL
INS0118;SEGURIDAD DE LA INFORMACION
GC313;DISCURSOS DEL DESARROLLO Y PROCESOS DE PLANEACIÓN
GC313;DISCURSOS DEL DESARROLLO Y PROCESOS DE PLANEACIÓN
IA803;SEGURIDAD Y SALUD EN EL TRABAJO
GC314;FUNDAMENTOS Y HERRAMIENTAS DE LA COMUNICACIÓN COMUNITARIA
GC314;FUNDAMENTOS Y HERRAMIENTAS DE LA COMUNICACIÓN COMUNITARIA
TGA505;SEGURIDAD Y SALUD EN EL TRABAJO
GC315;ACCIÓN COLECTIVA Y TRANSFORMACIÓN SOCIAL
GC315;ACCIÓN COLECTIVA Y TRANSFORMACIÓN SOCIAL
INS103;INGLES III
INS103;INGLES III
INS103;INGLES III
INS103;INGLES III
TSG207;SELECCIÓN Y PREPARACIÓN DE CARNES I
GC411;PLANEACIÓN Y GESTIÓN PARA EL DESARROLLO LOCAL
GC411;PLANEACIÓN Y GESTIÓN PARA EL DESARROLLO LOCAL
TSG404;SELECCIÓN Y PREPARACIÓN DE CARNES II
GC414;CONFLICTOS COMUNITARIOS Y ALTERNATIVAS DE CONSTRUCCIÓN DE PAZ
GC414;CONFLICTOS COMUNITARIOS Y ALTERNATIVAS DE CONSTRUCCIÓN DE PAZ
EPU004;SEMINARIO DE CIUDAD I
GC415;FORMULACIÓN DE PROYECTOS SOCIALES Y COMUNITARIOS
GC415;FORMULACIÓN DE PROYECTOS SOCIALES Y COMUNITARIOS
EPU010;SEMINARIO DE CIUDAD II
GC413;METODOLOGÍA DE INVESTIGACIÓN EN CONTEXTOS COMUNITARIOS
GC413;METODOLOGÍA DE INVESTIGACIÓN EN CONTEXTOS COMUNITARIOS
CMA020;SEMINARIO DE EMPRENDIMIENTO
GC412;ADMINISTRACIÓN PÚBLICA TERRITORIAL
PGC601;SEMINARIO DE EMPRENDIMIENTO
AET103;SEMINARIO DE RESPONSABILIDAD SOCIAL Y DERECHOS CIUDADANOS
GC4161;METODOLOGÍA DIALÓGICO-PARTICIPATIVAS
GC4161;METODOLOGÍA DIALÓGICO-PARTICIPATIVAS
GC4162;PROCESOS Y ORGANIZACIONES COMUNITARIAS
INS104;INGLES IV
INS104;INGLES IV
ARQ807;SERVICIO SOCIAL
GC511;HERRAMIENTAS PARA LA GESTIÓN AMBIENTAL
GC511;HERRAMIENTAS PARA LA GESTIÓN AMBIENTAL
GC511;HERRAMIENTAS PARA LA GESTIÓN AMBIENTAL
CV1005;SERVICIO SOCIAL
GC512;EDUCACIÓN SOCIAL EN LA INTERVENCIÓN COMUNITARIA
GC512;EDUCACIÓN SOCIAL EN LA INTERVENCIÓN COMUNITARIA
GC512;EDUCACIÓN SOCIAL EN LA INTERVENCIÓN COMUNITARIA
DAI512;SERVICIO SOCIAL
GC513;PRE-PRÁCTICA
GC513;PRE-PRÁCTICA
GC513;PRE-PRÁCTICA
ICO603;SERVICIOS COMERCIALES DIGITALES
GC514;GESTIÓN DE PROYECTOS SOCIALES Y COMUNITARIOS
GC514;GESTIÓN DE PROYECTOS SOCIALES Y COMUNITARIOS
GC514;GESTIÓN DE PROYECTOS SOCIALES Y COMUNITARIOS
ICO802;SIMULACIÓN DE PROCESOS COMERCIALES
GC515;DINÁMICAS Y PROCESOS GRUPALES
GC515;DINÁMICAS Y PROCESOS GRUPALES
GC515;DINÁMICAS Y PROCESOS GRUPALES
SST506;SISTEMA DE INFORMACIÓN SST
TGTV101;SISTEMA TURISTICO
GC5162;PROCESOS Y ORGANIZACIONES COMUNITARIAS
TGA403;SISTEMAS DE GESTION
FAI012;SISTEMAS DE GESTIÓN
GC612;PRÁCTICA PROFESIONAL
GC612;PRÁCTICA PROFESIONAL
GC612;PRÁCTICA PROFESIONAL
GC611;ÉTICA PROFESIONAL
GC611;ÉTICA PROFESIONAL
GC611;ÉTICA PROFESIONAL
SST505;SISTEMAS DE GESTIÓN
IA602;SISTEMAS DE INFORMACIÓN GEOGRÁFICA
INS066;LENGUA MATERNA  (VIRTUAL)
INS066;LENGUA MATERNA  (VIRTUAL)
FAI019;SISTEMAS DE INFORMACIÓN GEOGRÁFICA
INS067;CONSTITUCIÓN POLÍTICA  (VIRTUAL)
TGA202;SISTEMAS DE INFORMACION GEOGRAFICA (SIG)
AE701;SISTEMAS DE INFORMACION GERENCIAL
EPU011;SISTEMAS DE INFORMACIÓN PARA EL DESARROLLO (CON HERRAMIENTAS SIG)
ECS202;SOSTENIBILIDAD AMBIENTAL
INS032;TECNICAS DE ESTUDIO Y USO DEL TIEMPO
INS032;TECNICAS DE ESTUDIO Y USO DEL TIEMPO
INS032;TECNICAS DE ESTUDIO Y USO DEL TIEMPO
IA901;SOSTENIBILIDAD AMBIENTAL
TGA404;SOSTENIBILIDAD AMBIENTAL
CC302;SUELOS Y LABORATORIO
PDS02;SUJETO Y DESARROLLO HUMANO
PGC602;SUMILLERÍA Y BARISMO
ARQA7055;TÉCNICA
ARQA8035;TÉCNICA II
ARQ10041;TÉCNICA III
PGC105;TÉCNICAS BÁSICAS DE COCINAS
INS032;TECNICAS DE ESTUDIO Y USO DEL TIEMPO
INS054;CONTEXTO HISTORICO Y  POLÍTICO COLOMBIANO
GC312;TÉCNICAS DE LECTURA TERRITORIAL
INS0132;EDICIÓN Y PRODUCCIÓN DE VIDEOS
TSG505;TENDENCIAS CULINARIAS
INS0133;EL FEMINISMO Y LA POSMODERNIDAD
ARQA405;TEORÍA DE LA ARQUITECTURA I
INS0134;DISEÑO ESTRATÉGICO PROSPECTIVO PARA LA GESTIÓN DEL DESARROLLO
ARQA504;TEORÍA DE LA ARQUITECTURA II
AET201;TEORÍA ORGANIZACIONAL
INS031;ROTACIÓN DEPORTIVA
INS031;ROTACIÓN DEPORTIVA
INS031;ROTACIÓN DEPORTIVA
INS031;ROTACIÓN DEPORTIVA
ARQA604;TEORÍA URBANA
INS039;SALUD PSICOFISICA
INS039;SALUD PSICOFISICA
INS039;SALUD PSICOFISICA
AET404;TEORÍAS MODERNAS DE ADMINISTRACIÓN
INS026;FOTOGRAFÍA
IA400;TERMODINÁMICA
INS025;EXPRESIÓN CREATIVA
INS069;TERRITORIOS Y LUGARES (VIRTUAL)
INS0136;ACERCAMIENTO A LA LENGUA DE SEÑAS COLOMBIANA (LSD) Y LA COMUNIDAD SORDA
ICO806;TOMA DE DECISIONES Y NEGOCIACIÓN
FAI010;TOPOGRAFÍA
INS074;CATEDRA DE GENERO
AE702;TOURISM MANAGEMENT MARKETING
INS083;ARTE CIENCIA E INNOVACION
EGR012;TRABAJO DE GRADO
INS081;FOLCLOR Y BAILES TRADICIONALES
INS081;FOLCLOR Y BAILES TRADICIONALES
ECS207;TRABAJO DE GRADO (O PROYECTO APLICADO)
INS075;DIVERSIDAD CULTURAL
SST507;TRABAJO EN ALTURAS
IA704;TRATAMIENTO DE  AGUAS
INS084;COMPRENSIÓN LECTORA
IA701;TRATAMIENTO DEL  AIRE
INS086;OFIMATICA
IA702;TRATAMIENTO DEL SUELO
INS082;CÁTEDRA ABIERTA DE INNOVACIÓN Y EMPRENDIMIENTO
TGTV504;TURISMO SOSTENIBLE
TGTV201;TURISMO Y ESPACIO GEOGRÁFICO
AET304;TURISMO, CULTURA Y SOCIEDAD
INS087;GESTIÓN DE LA CALIDAD
INS087;GESTIÓN DE LA CALIDAD
TGC504;VALORACIÓN CATASTRAL
SST502;VALORACIÓN DEL RIESGO
TGC503;VALORACIÓN INMOBILIARIA
INS098;PRIMEROS AUXILIOS
INS095;REALIDADES CINEMATOGRAFICAS
ECS204;VIABILIDAD Y MERCADEO DE PROYECTOS
INS082;CÁTEDRA ABIERTA DE INNOVACIÓN Y EMPRENDIMIENTO
INS082;CÁTEDRA ABIERTA DE INNOVACIÓN Y EMPRENDIMIENTO
CC402;VÍAS Y PAVIMENTOS
INS0115;INTELIGENCIA DE NEGOCIOS
401EJ;VIROLOGIA
INS0136;ACERCAMIENTO A LA LENGUA DE SEÑAS COLOMBIANA (LSD) Y LA COMUNIDAD SORDA
