Codigo;Materia
ARQA104;CONSTRUCCIÓN I: INTRODUCCIÓN A LOS SISTEMAS CONSTRUCTIVOS
INS002;FORMACION DEMOCRATICA Y CIUDADANA
INS101;INGLES I
INS101;INGLES I
INS101;INGLES I
INS101;INGLES I
INS011;ELECTIVA III
ARQA201;DISEÑO ARQUITECTÓNICO II: LA LECTURA DEL LUGAR
ARQA201;DISEÑO ARQUITECTÓNICO II: LA LECTURA DEL LUGAR
ARQA201;DISEÑO ARQUITECTÓNICO II: LA LECTURA DEL LUGAR
TGTV503;EMPRENDIMIENTO E INNOVACCIÓN
ARQA203;GEOMETRÍA DESCRIPTIVA: PERCEPCIÓN TRIDIMENSIONAL
FAI015;EMPRENDIMIENTO E INNOVACIÓN
ARQA204;HISTORIA DE LA ARQUITECTURA I
DAI555;EMPRENDIMIENTO E INNOVACIÓN
ARQA205;CONSTRUCCIÓN II: RECURSOS
PDS021;ENFOQUES ALTERNATIVOS DEL DESARROLLO
ARQA206;MODELACIÓN
INS102;INGLES II
INS102;INGLES II
INS102;INGLES II
INS102;INGLES II
PDS012;ENFOQUES CLÁSICOS DEL DESARROLLO
ARQA303;CONSTRUCCIÓN III: CONSTRUCCIÓN DE EDIFICACIONES
ARQA303;CONSTRUCCIÓN III: CONSTRUCCIÓN DE EDIFICACIONES
ARQA303;CONSTRUCCIÓN III: CONSTRUCCIÓN DE EDIFICACIONES
PDS022;ÉNFOQUES Y PENSAMIENTO ADMINISTRATIVO
ARQA305;DIBUJO ARQUITECTÓNICO
ARQA305;DIBUJO ARQUITECTÓNICO
601HE;EPIDEMIOLOGÍA
ARQA301;DISEÑO ARQUITECTÓNICO III: VIVIENDA Y MODOS DE HABITAR
ARQA301;DISEÑO ARQUITECTÓNICO III: VIVIENDA Y MODOS DE HABITAR
ARQA301;DISEÑO ARQUITECTÓNICO III: VIVIENDA Y MODOS DE HABITAR
SST503;EPIDEMIOLOGÍA EN SST
ARQA304;ECOLOGÍA URBANA
PDS046;EPISTEMOLOGÍA APLICADA
ARQA302;HISTORIA DE LA ARQUITECTURA II
ARQA302;HISTORIA DE LA ARQUITECTURA II
INS103;INGLES III
INS103;INGLES III
HA100;EPISTEMOLOGIA I
ARQA401;REPRESENTACIÓN DIGITAL I
NA110;ESTADISTICA
ARQA402;DISEÑO ARQUITECTÓNICO IV: EL HÁBITAT COLECTIVO
ARQA402;DISEÑO ARQUITECTÓNICO IV: EL HÁBITAT COLECTIVO
ARQA402;DISEÑO ARQUITECTÓNICO IV: EL HÁBITAT COLECTIVO
AET306;ESTADÍSTICA
ARQA404;ARQUITECTURA Y SOSTENIBILIDAD
FAI006;ESTADÍSTICA
ARQA405;TEORÍA DE LA ARQUITECTURA I
ARQA405;TEORÍA DE LA ARQUITECTURA I
INS104;INGLES IV
INS104;INGLES IV
TGTV404;ESTADÍSTICA
ARQA501;REPRESENTACIÓN DIGITAL II
PDS010;ESTADÍSTICA APLICADA
ARQA502;DISEÑO ARQUITECTÓNICO V: ESPACIOS DE INTERCAMBIO COMERCIAL
ARQA502;DISEÑO ARQUITECTÓNICO V: ESPACIOS DE INTERCAMBIO COMERCIAL
ARQA502;DISEÑO ARQUITECTÓNICO V: ESPACIOS DE INTERCAMBIO COMERCIAL
ARQA502;DISEÑO ARQUITECTÓNICO V: ESPACIOS DE INTERCAMBIO COMERCIAL
ARQA502;DISEÑO ARQUITECTÓNICO V: ESPACIOS DE INTERCAMBIO COMERCIAL
BIO401;ESTADÍSTICA GENERAL
ARQA503;BIOCLIMÁTICA
ICO302;ESTADÍSTICA INFERENCIAL
ARQA504;TEORÍA DE LA ARQUITECTURA II
ICO201;ESTADOS FINANCIEROS
ARQA601;REPRESENTACIÓN DIGITAL III: HERRAMIENTAS DE DISEÑO AVANZADO
PGC202;ESTÉTICA CULINARIA
ARQA602;DISEÑO ARQUITECTÓNICO VI: EDIFICIO Y ESPACIO PÚBLICO EN LADERA
ARQA602;DISEÑO ARQUITECTÓNICO VI: EDIFICIO Y ESPACIO PÚBLICO EN LADERA
ARQA602;DISEÑO ARQUITECTÓNICO VI: EDIFICIO Y ESPACIO PÚBLICO EN LADERA
EPU003;ESTRATEGIAS URBANAS
ARQA603;HABITABILIDAD Y CONFORT
HC100;ETICA
ARQA604;TEORÍA URBANA
FAI016;ÉTICA
ARQA605;CONSTRUCCIÓN V: INSTALACIONES BÁSICAS Y ESPECIALES
INS105;INGLÉS V
INS105;INGLÉS V
DAI225;ÉTICA
ARQA701;DISEÑO ARQUITECTÓNICO VII: LA CIUDAD DENTRO DE LA CIUDAD
ARQA701;DISEÑO ARQUITECTÓNICO VII: LA CIUDAD DENTRO DE LA CIUDAD
ARQA701;DISEÑO ARQUITECTÓNICO VII: LA CIUDAD DENTRO DE LA CIUDAD
SST504;ETICA APLICADA SST
ARQA702;METODOLOGÍA DE LA INVESTIGACIÓN
ARQA702;METODOLOGÍA DE LA INVESTIGACIÓN
ARQA702;METODOLOGÍA DE LA INVESTIGACIÓN
ARQA702;METODOLOGÍA DE LA INVESTIGACIÓN
BIO603;ÉTICA PARA LAS CIENCIAS DE LA VIDA
ARQA703;ORDENAMIENTO TERRITORIAL
ARQA703;ORDENAMIENTO TERRITORIAL
ARQA703;ORDENAMIENTO TERRITORIAL
INS106;INGLÉS VI
INS106;INGLÉS VI
PGC706;ÉTICA PROFESIONAL
TSG201;ÉTICA PROFESIONAL
TGTV505;ÉTICA PROFESIONAL
ARQA7055;TÉCNICA
PDS047;ÉTICA PROFESIONAL
FAI022;GESTIÓN AMBIENTAL
GC611;ÉTICA PROFESIONAL
ARQA801;ANTEPROYECTO DE INVESTIGACIÓN
IA804;EVALUACIÓN DE IMPACTO AMBIENTAL
ARQA802;DISEÑO ARQUITECTÓNICO VIII: EDIFICIO DE USO MIXTO,MODOS DE HABITAR LA CIUDAD DE HOY
ARQA802;DISEÑO ARQUITECTÓNICO VIII: EDIFICIO DE USO MIXTO,MODOS DE HABITAR LA CIUDAD DE HOY
ARQA802;DISEÑO ARQUITECTÓNICO VIII: EDIFICIO DE USO MIXTO,MODOS DE HABITAR LA CIUDAD DE HOY
ARQA802;DISEÑO ARQUITECTÓNICO VIII: EDIFICIO DE USO MIXTO,MODOS DE HABITAR LA CIUDAD DE HOY
TGA504;EVALUACION DEL IMPACTO AMBIENTAL
TGTV4011;EVENTOS I
ARQA8033;ORDENAMIENTO TERRITORIAL II
TGTV5011;EVENTOS II
ARQA8031;PAISAJE II
INS025;EXPRESIÓN CREATIVA
ARQA804;GESTIÓN DE LA CONSTRUCCIÓN I: PRESUPUESTO Y PROGRAMACIÓN
DAI115;EXPRESIÓN ORAL Y ESCRITA
CV1001;ADMINISTRACION Y GERENCIA DE LA CONSTRUCCION
CV1001;ADMINISTRACION Y GERENCIA DE LA CONSTRUCCION
EPU008;FENÓMENOS URBANOS EN LA CIUDAD LATINOAMERICANA
CV1003;INTERVENTORIA DE OBRAS
INS0135;FILOSOFÍA PARA LA VIDA Y OTRAS SITUACIONES PELIGROSAS
CV1004;REHABILITACION Y MANTENIMIENTO DE EDIFICACIONES
ICO8042;FINANZAS DE MERCADEO
CV1002;SALUD OCUPACIONAL Y SEGURIDAD INDUSTRIAL
CV1002;SALUD OCUPACIONAL Y SEGURIDAD INDUSTRIAL
FAI008;FÍSICA
CV1005;SERVICIO SOCIAL
BIO302;FÍSICA
CV401;FUNDAMENTOS Y METODOLOGIA DE LA INVESTIGACION
SST201;FÍSICA
301HF;FISIOLOGIA
INS081;FOLCLOR Y BAILES TRADICIONALES
CV604;OBRA BLANCA
INS002;FORMACION DEMOCRATICA Y CIUDADANA
CV6082;ADMINISTRACION Y GESTION DE LA CONSTRUCCION
HB100;FORMACION DEMOCRATICA Y CIUDADANA
TSG101;FORMACIÓN DEMOCRATICA Y CIUDADANA
PGC406;FORMACIÓN DEMOCRÁTICA Y CIUDADANA
CV708;CONSTRUCCION DE OBRA BLANCA
DAI114;FORMACIÓN DEMOCRÁTICA Y CIUDADANA
CV704;ANALISIS ESTRUCTURAL
SST305;FORMACIÓN DEMOCRÁTICA Y CIUDADANA
CV703;CONSTRUCCION SOSTENIBLE II
PDS03;FORMACIÓN DEMOCRÁTICA Y CIUDADANA
CV705;CONSTRUCCIONES EN MADERA
CV705;CONSTRUCCIONES EN MADERA
GC415;FORMULACIÓN DE PROYECTOS SOCIALES Y COMUNITARIOS
CV701;CONTRATACION DE OBRA
PDS041;FORMULACIÓN DEL PROYECTO DE INVESTIGACIÓN - TRABAJO DE GRADO
AE801;FORMULACION Y EVALUACION DE PROYECTOS
CV802;FORMULACION Y EVALUACION DE PROYECTOS
ICO803;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS
CV805;CONSTRUCCION DE AMOBLAMIENTO URBANO
SST406;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS
CV807;CONSTRUCCION EN ESTRUCTURAS METALICAS
TGA502;FORMULACION Y EVALUACION DE PROYECTOS AMBIENTALES
CV801;DISEÑOS INVESTIGATIVOS
CV801;DISEÑOS INVESTIGATIVOS
IA703;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS AMBIENTALES
CV802;FORMULACION Y EVALUACION DE PROYECTOS
CV802;FORMULACION Y EVALUACION DE PROYECTOS
CV802;FORMULACION Y EVALUACION DE PROYECTOS
PDS025;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS SOCIALES
CV804;GESTION DEL RIESGO
INS026;FOTOGRAFÍA
CV806;GESTION Y ASEGURAMIENTO DE LA CALIDAD
TSG202;FRANCÉS
CV8081;INFRAESTRUCTURA VIAL III
TGTV203;FUNDAMENTACIÓN CONTABLE
AET101;FUNDAMENTOS DE ADMINISTRACIÓN
CV803;PROGRAMACION DE OBRAS
CV803;PROGRAMACION DE OBRAS
ICO203;FUNDAMENTOS DE ECONOMÍA
401EK;FUNDAMENTOS DE FARMACOLOGIA Y TOXICOLOGIA
TGC502;FUNDAMENTOS DE FOTOGRAMETRÍA Y FOTOINTERPRETACIÓN
CV901;PROYECTO DE INVESTIGACION
CV901;PROYECTO DE INVESTIGACION
ICO403;FUNDAMENTOS DE MERCADEO
CC102;DIBUJO
CC102;DIBUJO
PGC403;FUNDAMENTOS DE MERCADEO
CC101;INTRODUCCIÓN A LA CONSTRUCCIÓN
INS002;FORMACION DEMOCRATICA Y CIUDADANA
INS002;FORMACION DEMOCRATICA Y CIUDADANA
INS002;FORMACION DEMOCRATICA Y CIUDADANA
INS101;INGLES I
INS101;INGLES I
FAI021;QUÍMICA Y LABORATORIO
FAI021;QUÍMICA Y LABORATORIO
FAI021;QUÍMICA Y LABORATORIO
FAI021;QUÍMICA Y LABORATORIO
FAI021;QUÍMICA Y LABORATORIO
FAI021;QUÍMICA Y LABORATORIO
PDS08;FUNDAMENTOS DE SOCIOLOGÍA
CC203;CIENCIA DE LOS MATERIALES Y LABORATORIO
CC203;CIENCIA DE LOS MATERIALES Y LABORATORIO
GC211;FUNDAMENTOS PARA LA INTERVENCIÓN COMUNITARIA
CC204;LEVANTAMIENTO E INTERPRETACIÓN DE PLANOS
GC314;FUNDAMENTOS Y HERRAMIENTAS DE LA COMUNICACIÓN COMUNITARIA
CC202;MAQUINARIA Y EQUIPO
INS102;INGLES II
INS102;INGLES II
INS102;INGLES II
CV401;FUNDAMENTOS Y METODOLOGIA DE LA INVESTIGACION
CC201;OBRA NEGRA
DAI445;FUNDAMENTOS Y METODOLOGÍA DE LA INVESTIGACIÓN
FAI024;GEOMETRÍA DESCRIPTIVA
SA120;FUNDAMIENTOS DE ADMINISTRACION
CC302;SUELOS Y LABORATORIO
CC302;SUELOS Y LABORATORIO
PGC401;GASTROTECNOLOGÍA
INS103;INGLES III
SA230;GENETICA
CC403;ANÁLISIS DE MATERIALES Y LABORATORIO
BIO205;GENÉTICA
CC402;VÍAS Y PAVIMENTOS
CC402;VÍAS Y PAVIMENTOS
INS104;INGLES IV
INS104;INGLES IV
TGC501;GEOESTADÍSTICA
CC404;DIBUJO ASISTIDO POR COMPUTADOR
FAI022;GESTIÓN AMBIENTAL
FAI022;GESTIÓN AMBIENTAL
AET303;GEOGRAFÍA TURÍSTICA
CC501;CONSTRUCCIÓN DE INSTALACIONES ELÉCTRICAS
CC501;CONSTRUCCIÓN DE INSTALACIONES ELÉCTRICAS
TGC103;GEOGRAFIA Y CARTOGRAFIA
PDS014;GEOGRAFÍA, MÉTODOS Y TÉCNICAS
CC505;MEZCLAS Y CONCRETO
CC505;MEZCLAS Y CONCRETO
CC505;MEZCLAS Y CONCRETO
IA302;GEOLOGÍA AMBIENTAL
CC506;LEGISLACIÓN LABORAL
CC506;LEGISLACIÓN LABORAL
FAI002;GEOMETRÍA
FAI020;GEOMETRÍA
CC503;NORMATIVIDAD DE LA CONSTRUCCIÓN
CC503;NORMATIVIDAD DE LA CONSTRUCCIÓN
INS105;INGLÉS V
INS105;INGLÉS V
DAI111;GEOMETRÍA APLICADA
CC602;CONSTRUCCIÓN DE INSTALACIONES HIDRÁULICAS
CC602;CONSTRUCCIÓN DE INSTALACIONES HIDRÁULICAS
FAI024;GEOMETRÍA DESCRIPTIVA
CC601;CONSTRUCCIÓN DE INSTALACIONES EN REDES DE GAS
ARQA203;GEOMETRÍA DESCRIPTIVA: PERCEPCIÓN TRIDIMENSIONAL
CC607;LEGISLACIÓN COMERCIAL Y TRIBUTARIA
CC607;LEGISLACIÓN COMERCIAL Y TRIBUTARIA
CMA014;GEOPOLITICA
PDS032;GEOPOLÍTICA LOCAL Y GLOBAL
CC604;CONSTRUCCIÓN DE INSTALACIONES ESPECIALES
ICO706;GERENCIA DE MERCADEO
CC603;COSTOS Y PRESUPUESTO DE OBRA
PDS038;GERENCIA DE PROYECTOS SOCIALES
CC606;PATOLOGÍA DE LA EDIFICACIÓN
AET401;GERENCIA DEL TALENTO HUMANO
AE704;GERENCIA ESTRATEGICA
TSG104;GESTIÓN ADMINISTRATIVA
TGTV102;GESTIÓN ADMINISTRATIVA
FAI022;GESTIÓN AMBIENTAL
IA801;GESTIÓN AMBIENTAL
TGA304;GESTION AMBIENTAL EMPRESARIAL
IA402;GESTIÓN DE ECOSISTEMAS
INS087;GESTIÓN DE LA CALIDAD
EGR010;ELECTIVA I
EGR010;ELECTIVA I
TGTV502;GESTIÓN DE LA CALIDAD EN EMPRESAS TURISTICAS
ARQA804;GESTIÓN DE LA CONSTRUCCIÓN I: PRESUPUESTO Y PROGRAMACIÓN
TSG304;GESTIÓN DE MERCADEO
TSG402;GESTIÓN DE OPERACIONES GASTRONÓMICAS
GC514;GESTIÓN DE PROYECTOS SOCIALES Y COMUNITARIOS
EGR009;ORGANIZACIÓN PARA LA GESTIÓN DEL RIESGO ARTICULADO AL ORDENAMIENTO TERRITORIAL Y A LA PLANIFICACIÓN DEL DESARROLLO
ECS203;GESTIÓN DE RCD
TGA402;GESTION DE RESIDUOS (RSU Y PELIGROSOS)
IA902;GESTIÓN DE RESIDUOS PELIGROSOS
IA802;GESTIÓN DE RESIDUOS SÓLIDOS
ICO502;GESTIÓN DE VENTAS
TGTV304;GESTIÓN DE VENTAS
IA7004;GESTIÓN DEL AGUA I (ACUEDUCTO)
IA8004;GESTIÓN DEL AGUA II (ALCANTARILLADO)
IA9004;GESTIÓN DEL AGUA III (SISTEMAS DE BOMBEO)
TGA302;GESTION DEL AIRE
EPU010;SEMINARIO DE CIUDAD II
TGA503;GESTION DEL RECURSO HIDRICO
CV804;GESTION DEL RIESGO
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI002;GEOMETRÍA
FAI002;GEOMETRÍA
FAI002;GEOMETRÍA
FAI002;GEOMETRÍA
FAI002;GEOMETRÍA
FAI002;GEOMETRÍA
FAI002;GEOMETRÍA
FAI002;GEOMETRÍA
FAI002;GEOMETRÍA
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
TGA30103;GESTION DEL RIESGO I
IA101;BIOLOGÍA
IA101;BIOLOGÍA
IA101;BIOLOGÍA
IA101;BIOLOGÍA
IA101;BIOLOGÍA
IA7001;GESTIÓN DEL RIESGO I
IA102;INTRODUCCIÓN A LA INGENIERÍA AMBIENTAL
TGA40103;GESTION DEL RIESGO II
IA100;QUÍMICA I
IA100;QUÍMICA I
IA100;QUÍMICA I
IA100;QUÍMICA I
IA100;QUÍMICA I
IA100;QUÍMICA I
IA100;QUÍMICA I
IA100;QUÍMICA I
INS002;FORMACION DEMOCRATICA Y CIUDADANA
INS002;FORMACION DEMOCRATICA Y CIUDADANA
FAI003;LECTOESCRITURA Y HABILIDADES COMUNICATIVAS
FAI003;LECTOESCRITURA Y HABILIDADES COMUNICATIVAS
FAI017;PRÁCTICA LABORAL
FAI004;CALCULO DIFERENCIAL
FAI004;CALCULO DIFERENCIAL
FAI004;CALCULO DIFERENCIAL
FAI004;CALCULO DIFERENCIAL
FAI004;CALCULO DIFERENCIAL
FAI004;CALCULO DIFERENCIAL
FAI004;CALCULO DIFERENCIAL
FAI004;CALCULO DIFERENCIAL
FAI006;ESTADÍSTICA
FAI006;ESTADÍSTICA
FAI006;ESTADÍSTICA
FAI006;ESTADÍSTICA
FAI006;ESTADÍSTICA
FAI006;ESTADÍSTICA
FAI006;ESTADÍSTICA
FAI006;ESTADÍSTICA
FAI006;ESTADÍSTICA
FAI006;ESTADÍSTICA
FAI005;ÁLGEBRA LINEAL Y MODELOS CUANTITATIVOS
FAI005;ÁLGEBRA LINEAL Y MODELOS CUANTITATIVOS
FAI005;ÁLGEBRA LINEAL Y MODELOS CUANTITATIVOS
IA8001;GESTIÓN DEL RIESGO II
IA201;DIBUJO
IA201;DIBUJO
IA201;DIBUJO
TGA50103;GESTION DEL RIESGO III
IA200;QUÍMICA II
IA200;QUÍMICA II
IA200;QUÍMICA II
IA200;QUÍMICA II
IA200;QUÍMICA II
IA9001;GESTIÓN DEL RIESGO III
FAI007;CÁLCULO INTEGRAL
FAI007;CÁLCULO INTEGRAL
FAI007;CÁLCULO INTEGRAL
FAI007;CÁLCULO INTEGRAL
FAI007;CÁLCULO INTEGRAL
FAI007;CÁLCULO INTEGRAL
FAI008;FÍSICA
FAI008;FÍSICA
FAI008;FÍSICA
FAI008;FÍSICA
FAI008;FÍSICA
FAI008;FÍSICA
FAI008;FÍSICA
FAI008;FÍSICA
FAI008;FÍSICA
ICO701;GESTIÓN DEL TALENTO HUMANO
IA301;ECOLOGÍA
IA301;ECOLOGÍA
TGTV204;GESTIÓN DEL TALENTO HUMANO
IA302;GEOLOGÍA AMBIENTAL
IA302;GEOLOGÍA AMBIENTAL
IA302;GEOLOGÍA AMBIENTAL
ICO902;GESTIÓN ESTRATÉGICA COMERCIAL Y DE MERCADEO
IA300;QUÍMICA III
IA300;QUÍMICA III
IA300;QUÍMICA III
IA300;QUÍMICA III
IA300;QUÍMICA III
TGTV202;GESTIÓN MERCADEO TURÍSTICO
FAI009;CÁLCULO VARIAS VARIABLES
FAI009;CÁLCULO VARIAS VARIABLES
TSG303;GESTIÓN SERVICIOS GASTRONÓMICOS
FAI010;TOPOGRAFÍA
FAI010;TOPOGRAFÍA
FAI010;TOPOGRAFÍA
FAI010;TOPOGRAFÍA
FAI010;TOPOGRAFÍA
FAI010;TOPOGRAFÍA
FAI010;TOPOGRAFÍA
FAI010;TOPOGRAFÍA
FAI010;TOPOGRAFÍA
FAI010;TOPOGRAFÍA
FAI010;TOPOGRAFÍA
EPU005;GESTIÓN SOCIO-AMBIENTAL EN ÁREAS URBANAS
IA403;ECONOMÍA AMBIENTAL
IA403;ECONOMÍA AMBIENTAL
IA403;ECONOMÍA AMBIENTAL
IA403;ECONOMÍA AMBIENTAL
ICO901;GESTIÓN TECNOLÓGICA
IA402;GESTIÓN DE ECOSISTEMAS
IA402;GESTIÓN DE ECOSISTEMAS
CV806;GESTION Y ASEGURAMIENTO DE LA CALIDAD
IA401;MECÁNICA DE FLUIDOS
IA401;MECÁNICA DE FLUIDOS
IA401;MECÁNICA DE FLUIDOS
IA401;MECÁNICA DE FLUIDOS
IA401;MECÁNICA DE FLUIDOS
TGTV301;GESTIÓN Y DESARROLLO DEL TURISMO
IA400;TERMODINÁMICA
IA400;TERMODINÁMICA
IA400;TERMODINÁMICA
TSG102;HABILIDADES COMUNICATIVAS
IA504;COSTOS Y PRESUPUESTOS
IA504;COSTOS Y PRESUPUESTOS
IA504;COSTOS Y PRESUPUESTOS
FAI011;ECUACIONES DIFERENCIALES
FAI011;ECUACIONES DIFERENCIALES
FAI011;ECUACIONES DIFERENCIALES
FAI011;ECUACIONES DIFERENCIALES
PDS031;HABILIDADES COMUNICATIVAS
IA503;DIAGNÓSTICO DE AGUAS
IA503;DIAGNÓSTICO DE AGUAS
AET105;HABILIDADES COMUNICATIVAS Y PROTOCOLO
IA500;HIDRÁULICA
IA500;HIDRÁULICA
IA500;HIDRÁULICA
PGC106;HABILIDADES COMUNICATIVAS Y PROTOCOLO
IA501;HIDROLOGÍA
IA501;HIDROLOGÍA
IA501;HIDROLOGÍA
TGTV104;HABILIDADES COMUNICATIVAS Y PROTOCOLO
IA502;MICROBIOLOGÍA AMBIENTAL
IA502;MICROBIOLOGÍA AMBIENTAL
IA502;MICROBIOLOGÍA AMBIENTAL
IA502;MICROBIOLOGÍA AMBIENTAL
AET501;HABILIDADES GERENCIALES
IA600;DIAGNÓSTICO DEL AIRE
IA600;DIAGNÓSTICO DEL AIRE
INS0125;HABILIDADES PARA LA VIDA: MANEJO DE LAS EMOCIONES Y LOS SENTIMIENTOS
IA601;DIAGNÓSTICO DEL SUELO
IA601;DIAGNÓSTICO DEL SUELO
FAI013;INGENIERÍA ECONÓMICA
FAI013;INGENIERÍA ECONÓMICA
FAI013;INGENIERÍA ECONÓMICA
ARQA603;HABITABILIDAD Y CONFORT
IA604;LEGISLACIÓN AMBIENTAL
IA604;LEGISLACIÓN AMBIENTAL
FAI012;SISTEMAS DE GESTIÓN
FAI012;SISTEMAS DE GESTIÓN
FAI012;SISTEMAS DE GESTIÓN
501EI;HEMATOLOGIA I
IA602;SISTEMAS DE INFORMACIÓN GEOGRÁFICA
601EB;HEMATOLOGIA II Y BANCO DE SANGRE
IA603;BIOTECNOLOGÍA AMBIENTAL
IA603;BIOTECNOLOGÍA AMBIENTAL
INS0119;HERRAMIENTAS INFORMÁTICAS PARA EL MERCADO LABORAL
IA703;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS AMBIENTALES
IA703;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS AMBIENTALES
IA703;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS AMBIENTALES
FAI014;METODOLOGÍA DE LA INVESTIGACIÓN
FAI014;METODOLOGÍA DE LA INVESTIGACIÓN
FAI014;METODOLOGÍA DE LA INVESTIGACIÓN
FAI014;METODOLOGÍA DE LA INVESTIGACIÓN
GC511;HERRAMIENTAS PARA LA GESTIÓN AMBIENTAL
IA7001;GESTIÓN DEL RIESGO I
TGTV402;HERRAMIENTAS WEB PARA EL TURISMO
IA500;HIDRÁULICA
IA501;HIDROLOGÍA
TGA205;HIDROMETEROLOGIA
IA704;TRATAMIENTO DE  AGUAS
IA704;TRATAMIENTO DE  AGUAS
IA704;TRATAMIENTO DE  AGUAS
PDS015;HISTORIA DE COLOMBIA Y PROBLEMÁTICA CONTEMPORÁNEA
IA701;TRATAMIENTO DEL  AIRE
IA701;TRATAMIENTO DEL  AIRE
DAI113;HISTORIA DE LA ARQUITECTURA  Y LA INGENIERÍA
IA702;TRATAMIENTO DEL SUELO
IA702;TRATAMIENTO DEL SUELO
ARQA204;HISTORIA DE LA ARQUITECTURA I
IA805;ANTEPROYECTO DE INVESTIGACIÓN
IA805;ANTEPROYECTO DE INVESTIGACIÓN
IA805;ANTEPROYECTO DE INVESTIGACIÓN
ARQA302;HISTORIA DE LA ARQUITECTURA II
IA804;EVALUACIÓN DE IMPACTO AMBIENTAL
IA804;EVALUACIÓN DE IMPACTO AMBIENTAL
ARQ10044;ILUMINACION NATURAL
IA801;GESTIÓN AMBIENTAL
IA801;GESTIÓN AMBIENTAL
IA801;GESTIÓN AMBIENTAL
PGC306;IMAGEN Y AMBIENTACIÓN
IA802;GESTIÓN DE RESIDUOS SÓLIDOS
IA802;GESTIÓN DE RESIDUOS SÓLIDOS
IA802;GESTIÓN DE RESIDUOS SÓLIDOS
INS003;INFORMATICA
IA8001;GESTIÓN DEL RIESGO II
PGC206;INFORMÁTICA APLICADA
TSG204;INFORMÁTICA APLICADA
PDS011;INFORMÁTICA BÁSICA
GC215;INFORMÁTICA BÁSICA
IA803;SEGURIDAD Y SALUD EN EL TRABAJO
CA100;INFORMATICA I
IA902;GESTIÓN DE RESIDUOS PELIGROSOS
IA902;GESTIÓN DE RESIDUOS PELIGROSOS
IA902;GESTIÓN DE RESIDUOS PELIGROSOS
ARQ1003;INFORME DE INVESTIGACION
IA9001;GESTIÓN DEL RIESGO III
DAI510;INFORME DE INVESTIGACION
IA9002;ORDENAMIENTO TERRITORIAL III
ECS201;INFRAESTRUCTURA VERDE
CV6081;INFRAESTRUCTURA VIAL
CV7071;INFRAESTRUCTURA VIAL II
IA903;PROYECTO DE INVESTIGACIÓN
IA903;PROYECTO DE INVESTIGACIÓN
IA903;PROYECTO DE INVESTIGACIÓN
IA903;PROYECTO DE INVESTIGACIÓN
IA903;PROYECTO DE INVESTIGACIÓN
CV8081;INFRAESTRUCTURA VIAL III
IA901;SOSTENIBILIDAD AMBIENTAL
IA901;SOSTENIBILIDAD AMBIENTAL
FAI015;EMPRENDIMIENTO E INNOVACIÓN
FAI015;EMPRENDIMIENTO E INNOVACIÓN
FAI015;EMPRENDIMIENTO E INNOVACIÓN
FAI015;EMPRENDIMIENTO E INNOVACIÓN
BIO6061;INGENIERÍA BIOQUÍMICA
FAI016;ÉTICA
FAI016;ÉTICA
FAI016;ÉTICA
FAI016;ÉTICA
BIO502;INGENIERÍA DE BIOPROCESOS
INS003;INFORMATICA
INS003;INFORMATICA
AET502;INGENIERÍA ECONÓMICA
FAI013;INGENIERÍA ECONÓMICA
DAI3045;INTRODUCCION A LA ARQUITECTURA I
ICO501;INGENIERÍA VERDE
INS101;INGLES I
PGC107;INGLÉS I
DAI402;DIBUJO DE ESTRUCTURAS I
CMA101;INGLÉS I
SST105;INGLÉS I
DAI4061;PATRIMONIO II
PDS037;INGLÉS I
INS102;INGLES II
DAI501;DIBUJO DE ESTRUCTURAS II
PGC207;INGLÉS II
DAI503;DIBUJO MECÁNICO I
DAI503;DIBUJO MECÁNICO I
CMA102;INGLÉS II
DAI510;INFORME DE INVESTIGACION
DAI510;INFORME DE INVESTIGACION
SST205;INGLÉS II
DAI505;MANEJO DE INSTRUMENTOS DIGITALES IV
PDS043;INGLÉS II
DAI5063;ORDENAMIENTO TERRITORIAL III
INS103;INGLES III
DAI5061;PATRIMONIO III
PGC307;INGLÉS III
CMA103;INGLÉS III
